id,categoria,precio,precio_mxn,precio_usd,fecha_conversion,propiedad,metros_total,metros_construido,precio_m2_terreno,precio_m2_construido,tiempo_de_publicacion,dias_transcurridos,meses_transcurridos,fecha_mas_actual,tipo,Status,estacionamientos,recamaras,banos,medio_banos,bano_total,seguridad_privada,tipo_lugar,Colonia,Municipio,Estado,ubicacion,url
770,D2,1375000,1375000,76484,2024-10-02,OPORTUNIDA DE VENTA DE DEPARTAMENTO,100,180,13750.0,7638.888888888889,2023-04-21,592,19,2024-12-08,Casa,Venta,2,2,2,0,2.0,No,,San Baltazar la Resurreccion,Puebla,Puebla,"San Baltazar la Resurrección, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-f2805dc1fd61-8b85-4f594a33-a296-307e
771,D2,1380000,1380000,76762,2024-10-02,VENTA DE DEPARTAMENTO ZONA CENTRO DE PUEBLA,121,121,11404.95867768595,11404.95867768595,2024-02-16,292,9,2024-12-08,Departamento,Venta,1,3,1,0,1.0,No,,Centro Historico,Puebla,Puebla,"Centro Histórico, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-7773d58446ca-7a79-813686ef-a85c-4051
772,D2,1380000,1380000,76762,2024-10-02,"Excelente departamento en venta San José Chapulco Puebla, Puebla",91,91,15164.835164835164,15164.835164835164,2023-04-21,592,19,2024-12-08,Departamento,Venta,1,3,1,0,1.0,No,,Los Heroes,Puebla,Puebla,"Los Héroes, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-68abe92ac51d-8040-8bf19de2-abad-36de
773,D2,1380000,1380000,76762,2024-10-02,SE VENDE CASA EN “LOS HÉROES PUEBLA” 2ª SECCIÓN. EXCELENTE UBICACIÓN,51,110,27058.82352941177,12545.454545454546,2023-04-21,592,19,2024-12-08,Casa,Venta,2,5,2,0,2.0,No,,San Jose Xilotzingo,Puebla,Puebla,"San José Xilotzingo, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-cd5712cb89e2-2fac-c62ea7b1-8f93-3ac7
774,D2,1381500,1381500,76846,2024-10-02,Venta de Casa Vicente Guerrero,175,85,7894.285714285715,16252.941176470587,2024-05-23,195,6,2024-12-08,Casa,Venta,2,4,2,1,2.5,No,,Vicente Guerrero,Puebla,Puebla,"Vicente Guerrero, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-6aaf1865dbdd-fb6f-ba96e0ba-8e5e-41ac
775,D2,1385000,1385000,77041,2024-10-02,"Casa en venta al sur de la ciudad de Puebla, (San Ramón)",80,97,17312.5,14278.350515463915,2024-06-25,163,5,2024-12-08,Casa,Venta,1,2,1,1,1.5,No,,San Ramon 4a Secc,Puebla,Puebla,"San Ramon 4a Secc, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-396537c36cb0-70ec-9bbad0ad-9fea-4319
776,D2,1385000,1385000,77041,2024-10-02,CASA NUEVA  CERCA A PLAZA KRYSTAL,70,70,19785.714285714286,19785.714285714286,2024-03-25,253,8,2024-12-08,Casa,Venta,2,2,1,1,1.5,No,,Jardin,Puebla,Puebla,"Jardín, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-773a1c943af1-9369-edf93b9-aaae-1f7c
777,D2,1390000,1390000,77319,2024-10-02,VENTA PLANTA BAJA DEPTO ZONA ZAVALETA,77,77,18051.948051948053,18051.948051948053,2024-07-31,128,4,2024-12-08,Departamento,Venta,1,2,1,0,1.0,No,,Santa Cruz Buenavista,Puebla,Puebla,"Santa Cruz Buenavista, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-29ab7ebce52d-aa3a-191065f-a248-7168
778,D2,1390000,1390000,77319,2024-10-02,RECTA CHOLULA VENTA DEPTO PLANTA BAJA,77,77,18051.948051948053,18051.948051948053,2024-07-23,135,4,2024-12-08,Departamento,Venta,1,2,1,0,1.0,No,,Santa Cruz Buenavista,Puebla,Puebla,"Santa Cruz Buenavista, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-bdfddd7901fe-22e5-190dd8e-8f72-76ae
779,D2,1390000,1390000,77319,2024-10-02,DEPARTAMENTO EN VENTA PLANTA BAJA ZONA ZAVALETA RECTA CHOLULA,77,77,18051.948051948053,18051.948051948053,2024-08-26,102,3,2024-12-08,Departamento,Venta,1,2,1,0,1.0,No,,Santa Cruz Buenavista,Puebla,Puebla,"Santa Cruz Buenavista, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-40057c439f4c-a2ca-1917b3f-ab71-7d0d
780,D2,1390000,1390000,77319,2024-10-02,VENTA PLANTA BAJA DEPTO ZONA ZAVALETA RECTA CHOLULA,77,77,18051.948051948053,18051.948051948053,2024-08-26,102,3,2024-12-08,Departamento,Venta,1,2,1,0,1.0,No,,Santa Cruz Buenavista,Puebla,Puebla,"Santa Cruz Buenavista, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-1c850a70ded-dff0-19133c9-bdfe-77bf
781,D2,1390000,1390000,77319,2024-10-02,ZONA ZAVALETA DEPTO PLANTA BAJA STA CRUZ BUENAVISTA,77,77,18051.948051948053,18051.948051948053,2024-08-26,102,3,2024-12-08,Departamento,Venta,1,2,1,0,1.0,No,,Santa Cruz Buenavista,Puebla,Puebla,"Santa Cruz Buenavista, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-6fad3a39e8c2-b057-1919176-a963-7054
782,D2,1390000,1390000,77319,2024-10-02,DEPARTAMENTO VENTA  PUEBLA CERCA A ANGELOPOLIS,80,80,17375.0,17375.0,2023-04-20,593,19,2024-12-08,Departamento,Venta,1,2,2,0,2.0,No,,Granjas Puebla,Puebla,Puebla,"Granjas Puebla, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-87d6f714b264-cacb-48f16ea5-a5be-3162
783,D2,1390000,1390000,77319,2024-10-02,VENTA DEPARTAMENTO GRANJAS PUEBLA,73,73,19041.09589041096,19041.09589041096,2023-09-21,442,14,2024-12-08,Departamento,Venta,1,2,2,0,2.0,No,,Granjas Puebla,Puebla,Puebla,"Granjas Puebla, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-6e993b2f6082-1fa-197a74a2-9104-3adb
784,D2,1390000,1390000,77319,2024-10-02,"Se vende bonita casa en fracc Bosques de los Héroes, cerca Periférico ecológico, IPETH, CU.",78,87,17820.51282051282,15977.011494252874,2024-03-07,271,9,2024-12-08,Casa,Venta,2,3,3,0,3.0,No,,Los Heroes,Puebla,Puebla,"Los Héroes, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-dd5267f0612a-b5d8-124b853e-9f3c-4fab
785,D2,1396880,1396880,77701,2024-10-02,Venta de Casa Rosas 610 Bugambilias,218,145,6407.706422018348,9633.655172413792,2024-05-16,202,6,2024-12-08,Casa,Venta,1,4,2,1,2.5,No,,Bugambilias 3a Secc,Puebla,Puebla,"Bugambilias 3a Secc, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-681b9a9eeaa-aec2-6dfdd636-96c2-454d
786,D2,1396881,1396881,77701,2024-10-02,"VENTA DE CASA, BUGAMBILIAS PUEBLA",218,288,6407.711009174312,4850.28125,2024-04-26,222,7,2024-12-08,Casa,Venta,2,4,2,1,2.5,No,,Bugambilias,Puebla,Puebla,"Bugambilias, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-d78980c018c4-3c03-cfffca28-84f3-4230
787,D2,1396881,1396881,77701,2024-10-02,"VENTA DE CASA EN BUGAMBILIAS, PUEBLA.",218,288,6407.711009174312,4850.28125,2024-04-15,233,7,2024-12-08,Casa,Venta,2,4,2,1,2.5,No,,Bugambilias,Puebla,Puebla,"Bugambilias, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-37ca279c2884-c964-c9032762-b518-4e9e
788,D2,1400000,1400000,77875,2024-10-02,Departamento en Venta cerca de Hospital San José,98,98,14285.714285714286,14285.714285714286,2023-04-21,592,19,2024-12-08,Departamento,Venta,1,2,2,0,2.0,No,,Puebla Centro,Puebla,Puebla,"Puebla Centro, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-c434a40823ed-ae79-948f4971-bedc-35be
789,D2,1400000,1400000,77875,2024-10-02,DEPARTAMENTO EN VENTA CON 2 HABITACIONES DETRAS DE PLAZA DORADA,45,45,31111.11111111111,31111.11111111111,2024-04-04,244,8,2024-12-08,Departamento,Venta,1,2,1,0,1.0,No,,San Baltasar Campeche,Puebla,Puebla,"San Baltasar Campeche, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-ff80e7afe17b-bac-c10442d-b3a1-48ea
790,D2,1400000,1400000,77875,2024-10-02,VENTA DE DEPARTAMENTOS A 5 MINUTOS DE ZAVALETA,75,75,18666.666666666668,18666.666666666668,2024-06-11,177,5,2024-12-08,Departamento,Venta,1,2,2,1,2.5,No,,Ampliacion Momoxpan,San Pedro Cholula,Puebla,"Ampliación Momoxpan, San Pedro Cholula, Puebla",https://www.lamudi.com.mx/detalle/41032-73-898982f90bd1-4787-76957c15-9456-4cc3
791,D2,1400000,1400000,77875,2024-10-02,Hermoso Depa De 2 Recamaras En Edificio Oasis Cerca Del Hospital Puebla,60,60,23333.33333333333,23333.33333333333,2024-05-23,195,6,2024-12-08,Departamento,Venta,1,2,1,0,1.0,No,,Benito Juarez,Puebla,Puebla,"Benito Juárez, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-9349ad517420-f220-f139618-8f14-48d5
792,D2,1400000,1400000,77875,2024-10-02,PH a 10 min de Angelopolis,75,75,18666.666666666668,18666.666666666668,2024-01-25,313,10,2024-12-08,Casa,Venta,2,2,1,1,1.5,No,,La Carmelita INFONAVIT,Puebla,Puebla,"La Carmelita INFONAVIT, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-c598aa6a9c5b-47b1-8ddd1474-a781-4e4a
793,D2,1400000,1400000,77875,2024-10-02,Bonitas Casas A Pie De Calle De 2 Recamaras En San Ramón Cerca De Lomas,80,101,17500.0,13861.38613861386,2023-05-19,564,18,2024-12-08,Casa,Venta,2,2,1,1,1.5,No,,San Ramon 4a Secc,Puebla,Puebla,"San Ramon 4a Secc, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-f0cc9ee01ff1-1cad-72a646e9-b84d-43d1
794,D2,1400000,1400000,77875,2024-10-02,"VENTA CASA 2 PLANTAS, COLONIA GRANJAS DEL SUR EN PUEBLA, 3 RECÁMARAS, COCINA INTEGRAL, CISTERNA",100,100,14000.0,14000.0,2023-12-14,354,11,2024-12-08,Casa,Venta,2,3,1,1,1.5,No,,Granjas Del Sur,Puebla,Puebla,"Granjas Del Sur, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-83c9ba406c7a-9a6a-381f2ef9-8cd5-1237
795,D2,1400000,1400000,77875,2024-10-02,SE VENDE CASA PROLONGACIÓN DE LA 14 ORIENTE MUY CERCA DE BODEGA AURRERA,100,176,14000.0,7954.545454545455,2022-11-01,767,25,2024-12-08,Casa,Venta,2,3,2,0,2.0,No,,Unidad Satelite Magisterial,Puebla,Puebla,"Unidad Satélite Magisterial, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-1866d598a02-ffd1-6df89305-bef1-36ae
796,D2,1400000,1400000,77875,2024-10-02,"Casa En Venta En Granjas Del Sur, Puebla, Puebla, Excelente Zona",320,205,4375.0,6829.268292682927,2024-05-21,197,6,2024-12-08,Casa,Venta,2,4,2,1,2.5,No,,Granjas Del Sur,Puebla,Puebla,"Granjas Del Sur, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-37d9a4b7ce19-6c6-905335fe-80d8-45f7
797,D2,1403000,1403000,78042,2024-10-02,Casa en Venta de 4 recamaras en San Isidro Castillotla y calle 11  Sur en Puebla,52,103,26980.76923076923,13621.359223300971,2023-12-07,366,12,2024-12-08,Casa,Venta,2,4,2,1,2.5,No,,San Diego Castillotla,Puebla,Puebla,"San Diego Castillotla, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-620fc87303fc-6c7a-7525c1c0-be77-4095
798,D2,1420000,1420000,78987,2024-10-02,"CASA EN VENTA EN COL. AQUILES SERDÁN, PUEBLA",200,214,7100.0,6635.514018691589,2024-07-10,148,4,2024-12-08,Casa,Venta,2,3,1,1,1.5,No,,Aquiles Serdan,Puebla,Puebla,"Aquiles Serdán, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-781318075708-16b9-8c97d75e-bfcd-45d3
799,D2,1420000,1420000,78987,2024-10-02,"VENTA DE CASA EN AQUILES SERDAN, PUEBLA.",214,200,6635.514018691589,7100.0,2024-03-26,252,8,2024-12-08,Casa,Venta,2,3,1,1,1.5,No,,Aquiles Serdan,Puebla,Puebla,"Aquiles Serdán, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-9b391041d410-641a-7456bc6-bb86-452e
800,D2,1424000,1424000,79210,2024-10-02,"VENTA DE CASA EN PRADOS AGUA AZUL, PUEBLA.",433,303,3288.6836027713625,4699.669966996699,2024-06-12,176,5,2024-12-08,Casa,Venta,1,4,2,1,2.5,No,,Prados Agua Azul,Puebla,Puebla,"Prados Agua Azul, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-196a8b716378-ba19-d3ddf9cd-ad9a-452d
801,D2,1428460,1428460,79458,2024-10-02,"Departamento en Venta en Amor, Puebla",88,88,16232.5,16232.5,2023-07-25,498,16,2024-12-08,Departamento,Venta,1,2,1,0,1.0,No,,Amor,Puebla,Puebla,"Amor, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-8ee7e41361ec-7fd4-79089f6e-a22c-3ce3
802,D2,1428460,1428460,79458,2024-10-02,Departamento en venta en Amor,88,88,16232.5,16232.5,2024-07-30,128,4,2024-12-08,Departamento,Venta,1,2,1,0,1.0,No,,Amor,Puebla,Puebla,"Amor, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-a6c04dbf37da-94eb-19103f7-acc3-752d
803,D2,1430000,1430000,79544,2024-10-02,CASA EN VENTA,66,66,21666.666666666668,21666.666666666668,2024-02-18,290,9,2024-12-08,Casa,Venta,1,2,1,1,1.5,No,,Ex-Hacienda Mayorazgo,Puebla,Puebla,"Ex-Hacienda Mayorazgo, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-43a585f8d072-eb38-194d84f9-9de4-1f0b
804,D2,1440000,1440000,80100,2024-10-02,"VENTA DE AMPLIO DEPARTAMENTO, CON EXCELENTE, SEGURA  Y MUY Y MUY CENTRICA UBICACIÓN",113,113,12743.362831858409,12743.362831858409,2024-08-26,102,3,2024-12-08,Departamento,Venta,1,3,2,0,2.0,No,,Belisario Dominguez,Puebla,Puebla,"Belisario Dominguez, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-486dceb6de99-303b-1914461-82ca-75f4
805,D2,1450000,1450000,80656,2024-10-02,Departamento En Venta En Moratilla,90,90,16111.111111111111,16111.111111111111,2023-07-21,502,16,2024-12-08,Departamento,Venta,1,2,2,0,2.0,No,,Moratilla,Puebla,Puebla,"Moratilla, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-7796931c74ad-2f25-34a11d0b-bef7-3850
806,D2,1450000,1450000,80656,2024-10-02,Departamentos nuevos en VENTA CIUDAD SATELITE PUEBLA,105,105,13809.52380952381,13809.52380952381,2024-03-02,276,9,2024-12-08,Departamento,Venta,1,2,2,1,2.5,No,,Chapultepec,Puebla,Puebla,"Chapultepec, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-b6840dc04568-8395-cc31b2e-a48f-4713
807,D2,1450000,1450000,80656,2024-10-02,Casa en San Francisco Totimehuacan,100,110,14500.0,13181.818181818182,2024-07-19,139,4,2024-12-08,Casa,Venta,2,3,1,1,1.5,No,,Totimehuacan,Puebla,Puebla,"Totimehuacan, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-70a421fd8c3e-35f6-190cd42-ba91-799a
808,D2,1450000,1450000,80656,2024-10-02,CASA SOLA EN VENTA,83,94,17469.87951807229,15425.531914893618,2024-04-16,232,7,2024-12-08,Casa,Venta,2,2,1,1,1.5,No,,San Ramon 4a Secc,Puebla,Puebla,"San Ramon 4a Secc, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-b7e35d38bf17-1ee0-35dc5089-875c-1fbf
809,D2,1450000,1450000,80656,2024-10-02,VENTA DE CASA EN BOSQUES DE LOS HEROES,109,89,13302.752293577982,16292.134831460677,2023-07-25,498,16,2024-12-08,Casa,Venta,2,3,3,0,3.0,No,,Los Heroes,Puebla,Puebla,"Los Héroes, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-151d19f0f33e-69ec-3fb3ca89-8fc5-4f92
810,D2,1450000,1450000,80656,2024-10-02,"CASA EN VENTA SAN RAMÓN, 11 SUR CERCA PERIFÉRICO",83,94,17469.87951807229,15425.531914893618,2024-12-08,0,0,2024-12-08,Casa,Venta,2,2,1,1,1.5,No,,San Ramon 4a Secc,Puebla,Puebla,"San Ramon 4a Secc, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-d77bdae3a9db-6af1-1910a1b-8d38-7498
811,D2,1450000,1450000,80656,2024-10-02,CASA EN VENTA EN ZONA CENTRO DE PUEBLA - IDEAL PARA REMODELACIÓN,232,90,6250.0,16111.111111111111,2024-03-21,257,8,2024-12-08,Casa,Venta,2,2,1,0,1.0,No,,Santa Maria,Puebla,Puebla,"Santa María, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-f22528075a3f-49ec-b03873aa-8fe0-38a8
812,D2,1450000,1450000,80656,2024-10-02,Casa En Venta En Tecamachalco Cerca Del Parque Acuatico,180,110,8055.555555555556,13181.818181818182,2023-08-02,491,16,2024-12-08,Casa,Venta,1,3,4,0,4.0,No,,Nueva Antequera,Puebla,Puebla,"Nueva Antequera, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-90f56ec28418-67b2-b5e23104-961e-3a50
813,D2,1450000,1450000,80656,2024-10-02,CASA NUEVA CERCANA A 16 DE SEPTIEMBRE EN PUEBLA.,80,130,18125.0,11153.846153846154,2024-06-04,184,6,2024-12-08,Casa,Venta,2,3,1,1,1.5,No,,Lares de San Alfonso,Puebla,Puebla,"Lares de San Alfonso, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-2965b417dc34-70fa-a6179f19-9cb3-1054
814,D2,1457000,1457000,81046,2024-10-02,Casa en Venta en Heroes de Puebla,150,140,9713.333333333334,10407.142857142857,2023-06-26,527,17,2024-12-08,Casa,Venta,2,3,3,0,3.0,No,,Heroes de Puebla,Puebla,Puebla,"Héroes de Puebla, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-2d6bc651b8a1-b341-72bab4a9-b8a9-3b01
815,D2,1460000,1460000,81212,2024-10-02,"Casas en venta, Colonia Villa Albertina, Zona sur Puebla, Puebla.",100,90,14600.0,16222.222222222224,2024-05-21,197,6,2024-12-08,Casa,Venta,2,2,2,0,2.0,No,,Agricola Villa Albertina,Puebla,Puebla,"Agrícola Villa Albertina, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-ba6ed3aff6c0-22a1-f327f019-8542-48c5
816,D2,1472770,1472770,81923,2024-10-02,Venta de Casa Bosques de  San Pedro,98,74,15028.265306122448,19902.297297297297,2024-05-23,195,6,2024-12-08,Casa,Venta,2,3,1,1,1.5,No,,Bello Horizonte,Puebla,Puebla,"Bello Horizonte, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-23ae30651684-49d4-cf550c9e-8a39-46ac
817,D2,1475000,1475000,82047,2024-10-02,DEPARTAMENTO EN VENTA LOMA LINDA,60,60,24583.33333333333,24583.33333333333,2023-04-20,593,19,2024-12-08,Departamento,Venta,1,2,2,0,2.0,No,,Loma Linda,Puebla,Puebla,"Loma Linda, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-d203024dd46-3e33-ebdcd82d-ac77-3ad6
818,D2,1480000,1480000,82325,2024-10-02,EXCELENTE CASA EN VENTA (GRANJAS DE SAN ISIDRO),80,130,18500.0,11384.615384615385,2023-04-21,592,19,2024-12-08,Casa,Venta,2,2,2,0,2.0,No,,Guadalupe Hidalgo,Puebla,Puebla,"Guadalupe Hidalgo, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-4bab3999e021-c4bf-31f57d7a-a5db-30c8
819,D2,1486000,1486000,82659,2024-10-02,Casa en El Patrimonio Puebla,138,94,10768.115942028986,15808.510638297872,2024-04-05,243,8,2024-12-08,Casa,Venta,2,3,3,0,3.0,No,,El Patrimonio,Puebla,Puebla,"El Patrimonio, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-20fa0dc4af0e-33d1-7bcaee33-bec7-4a64
820,D2,1486085,1486085,82663,2024-10-02,"CASA EN EL PTATRIMONIO PUEBLA,",138,94,10768.731884057972,15809.41489361702,2024-04-05,243,8,2024-12-08,Casa,Venta,3,3,3,0,3.0,No,,El Patrimonio,Puebla,Puebla,"El Patrimonio, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-84b1cf6a636e-4d48-5701e6b8-8f2c-4f96
821,D2,1490000,1490000,82881,2024-10-02,"Departamento en Venta Nuevo en Xilotzongo Puebla, GRAN OPORTUNIDAD¡¡¡",85,85,17529.41176470588,17529.41176470588,2024-08-26,102,3,2024-12-08,Departamento,Venta,1,2,1,1,1.5,No,,San Jose Xilotzingo,Puebla,Puebla,"San José Xilotzingo, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-a39c63256ee9-ef1-19136ef-bc65-75a3
822,D2,1490000,1490000,82881,2024-10-02,"DEPTO NUEVO EN VENTA, CERCA DE LA 16 DE SEPTIEMBRE Y DEL HOSPITAL GENERAL DEL SUR",83,83,17951.807228915663,17951.807228915663,2024-01-24,314,10,2024-12-08,Departamento,Venta,1,2,2,0,2.0,No,,Minerales de Guadalupe Sur,Puebla,Puebla,"Minerales de Guadalupe Sur, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-bbd6590db3e3-bb59-c91daca9-b460-1237
823,D2,1490000,1490000,82881,2024-10-02,Departamento en Granjas San isidro,97,97,15360.824742268042,15360.824742268042,2023-04-21,592,19,2024-12-08,Departamento,Venta,1,3,2,0,2.0,No,,Granjas San Isidro,Puebla,Puebla,"Granjas San Isidro, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-c95f2121c34-4f00-d7d3516f-b669-34ba
824,D2,1490000,1490000,82881,2024-10-02,"Casa en venta Cuarta sección de San Ramón, Puebla, Pue.",120,169,12416.666666666666,8816.568047337278,2023-04-21,592,19,2024-12-08,Casa,Venta,2,3,2,0,2.0,No,,San Ramon 4a Secc,Puebla,Puebla,"San Ramon 4a Secc, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-30ce0e01e6d0-7bce-50141a16-a841-36fb
825,D2,1490000,1490000,82881,2024-10-02,Vendo bonita casa de campo muy cerca del nuevo campus de la Buap. Con una excelente vista panorámica al lago.,232,232,6422.413793103448,6422.413793103448,2023-12-07,366,12,2024-12-08,Casa,Venta,2,1,1,0,1.0,No,,San Baltasar Tetela,Puebla,Puebla,"San Baltasar Tetela, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-39b8c99d6e54-9567-a4394c49-a4ea-1237
826,D2,1497227,1497227,83283,2024-10-02,"COMPRALE DIRECTO AL BANCO LA CESION DE DERECHOS ADJUDICATARIOS UBICADA EN Heroica Puebla de Zaragoza, Pue., México",233,333,6425.8669527897,4496.177177177177,2024-12-08,0,0,2024-12-08,Casa,Venta,3,3,2,0,2.0,No,,Centro Historico,Puebla,Puebla,"Centro Histórico, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-f0fc2a576168-6e79-1912925-b88b-77c0
827,D2,1497227,1497227,83283,2024-10-02,"Casa en venta ubicada en Colonia Maestro Federal, Puebla",233,333,6425.8669527897,4496.177177177177,2024-07-13,145,4,2024-12-08,Casa,Venta,3,2,2,0,2.0,No,,Maestro Federal,Puebla,Puebla,"Maestro Federal, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-c7b51be94223-7fb2-190a9c8-8a17-7e1f
828,D2,1499900,1499900,83432,2024-10-02,CASA EN VENTA EN PUEBLA,290,270,5172.068965517241,5555.185185185185,2024-12-08,0,0,2024-12-08,Casa,Venta,2,4,2,1,2.5,No,,El Barreal,San Andrés Cholula,Puebla,"El Barreal, San Andrés Cholula, Puebla",https://www.lamudi.com.mx/detalle/41032-73-801f4b2e27e1-63a5-191106f-869d-78d7
829,,1500000,1500000,83437,2024-10-02,Venta departamento/Col. Patrimonio/Puebla,80,80,18750.0,18750.0,2022-11-04,764,25,2024-12-08,Departamento,Venta,1,3,1,0,1.0,No,,Patriotismo,Puebla,Puebla,"Patriotismo, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-c5b8dc582cb-5ff0-75db8985-a89b-3d62
830,,1500000,1500000,83437,2024-10-02,"DEPARTAMENTO EN VENTA GRANJAS SAN ISIDRO, 14 SUR Y LAS TORRES",97,97,15463.917525773197,15463.917525773197,2024-08-26,102,3,2024-12-08,Departamento,Venta,1,3,2,0,2.0,No,,Granjas San Isidro,Puebla,Puebla,"Granjas San Isidro, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-22c9f43e636b-3e23-1916c45-a13d-7497
831,,1500000,1500000,83437,2024-10-02,DEPTO NUEVO CERCA DE BLVD DE LAS TORRES Y SORIANA TORRECILLAS,100,100,15000.0,15000.0,2023-12-01,372,12,2024-12-08,Departamento,Venta,1,3,2,0,2.0,No,,16 de Septiembre Sur,Puebla,Puebla,"16 de Septiembre Sur, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-b3f5d70bb35c-90eb-5f27f5a9-afbe-1237
832,,1500000,1500000,83437,2024-10-02,SE VENDE CASA EN PUEBLA,160,320,9375.0,4687.5,2023-04-20,593,19,2024-12-08,Casa,Venta,2,4,2,0,2.0,No,,Constitucion Mexicana,Puebla,Puebla,"Constitución Mexicana, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-cba27540dc6b-cb3f-7b9905e8-a277-35b5
833,,1500000,1500000,83437,2024-10-02,Casa en venta en Hacienda Paraíso Puebla,126,118,11904.761904761905,12711.86440677966,2024-05-09,209,6,2024-12-08,Casa,Venta,3,2,2,0,2.0,No,,Las 3 Cruces,Puebla,Puebla,"Las 3 Cruces, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-f0557c4515e8-333c-18f5d3f-8641-7f69
834,,1500000,1500000,83437,2024-10-02,Casas De 3 Recamaras Con Una En Planta Baja A 5Min De La 11 Sur En San Ramon,100,120,15000.0,12500.0,2024-04-11,237,7,2024-12-08,Casa,Venta,3,3,3,0,3.0,No,,San Ramon 4a Secc,Puebla,Puebla,"San Ramon 4a Secc, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-68640d27b930-dd20-b25643b6-bb45-4267
835,,1500000,1500000,83437,2024-10-02,"Casa en venta en Granjas Puebla, Puebla",110,82,13636.363636363636,18292.682926829268,2023-06-10,543,17,2024-12-08,Casa,Venta,3,2,1,0,1.0,No,,Granjas Puebla,Puebla,Puebla,"Granjas Puebla, Puebla, Puebla",https://www.lamudi.com.mx/detalle/41032-73-1018e39a6cd9-60c2-d14de0c-bf2b-3eae
