id,categoria,precio,precio_mxn,precio_usd,fecha_conversion,propiedad,metros_total,metros_construido,precio_m2_terreno,precio_m2_construido,tiempo_de_publicacion,meses_transcurridos,meses_transcurridos_fecha,tipo,Status,estacionamientos,recamaras,banos,medio_banos,bano_total,seguridad_privada,tipo_lugar,Colonia,Municipio,Estado,Colonia_Estandarizada,codigo_postal,ubicacion,url,descripcion
18,E2,578000,578000,28970,2024-11-05,"Casa en venta en Tulancingo de Bravo, Hidalgo en 578,000 pesos",178,178,3247.191011235955,3247.191011235955,2023-11-15,4,2024-03-30,Casa,Venta,2,3,2,0,2,No,unidad habitacional,la morena,tulancingo de bravo,hidalgo,rinconada la morena,43625.0,"Unidad Habitacional La Morena, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-c9fbbd9465df-c54-3b7cdb6-b0e3-4a13,"Hermosa casa de 2 pisos con excelente ubicación, con todos los servicios cerca, escuelas, farmacias, bancos, vías alternas blvd. La morena y las palmas, más de 178 m2 +/-. Excelente plusvalía.¡EL MEJOR MOMENTO, SIEMPRE SERÁ AHORA!¡Excelente oportunidad! Pago de contado en 2 exhibiciones, solo se aceptan recursos propios, ¡haz crecer tu patrimonio... ¡Es tu oportunidad!Precio por debajo del valor comercial.¡entrega garantizada!Fotografías de referenciaasesoría sin costo adicional en nuestro corporativo."
19,E2,578000,578000,28970,2024-11-05,LA CASA DE TUS SUEÑOS,178,178,3247.191011235955,3247.191011235955,2024-01-31,1,2024-03-30,Casa,Venta,1,3,2,0,2,No,unidad habitacional,la morena,tulancingo de bravo,hidalgo,rinconada la morena,43625.0,"Unidad Habitacional La Morena, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-5ba6e323a427-e36e-5423bad5-a633-46af,"HERMOSA CASA DE 2 PISOS CON EXELENTE UBICACIÓN, CON TODOS LOS SERVICIOS CERCA, ESCUELAS, FARMACIAS, BANCOS, VIAS ALTERNAS BLVD. LA MORENA Y LAS PALMAS, MAS DE 178 M2 +/-. EXCELENTE PLUSVALIA."
20,E2,578000,578000,28970,2024-11-05,"BONITA CASA EN VENTA EN LA MORENA, TULANCINGO",178,178,3247.191011235955,3247.191011235955,2024-01-29,2,2024-03-30,Casa,Venta,2,3,2,0,2,No,unidad habitacional,la morena,tulancingo de bravo,hidalgo,rinconada la morena,43625.0,"Unidad Habitacional La Morena, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-fbb2e5ddca9e-6caa-3dbace8f-9f6e-46b4,"UNICA OPORTUNIDAD PARA COMPRAR SU CASA POR RECUPERACION BANCARIA, ADQUIERE SU CASA A UN BAJO PRECIO. ESTE TIPO DE ADQUISICION TIENE ESTAS CARACTERISTICAS: NO SE ACEPTAN CREDITOS INFONAVIT O FOVISSTE, SOLO SE AEPTAN RECURSOS PROPIOS. LA PROPIEDAD NO SE PUEDE VER EN EL INTERIOR. LA ENTREGA ES DE 8 A 10 MESES.BONITA CASA EN VENTA EN HIDALGO, EL INMUEBLE CUENTA CON SALA, COMEDOR, COCINA, 3 RECAMARAS AMPLIAS, 2 BAÑOS, LUGAR DE ESTACIONAMIENTO PRIVADO. EXCELENTE UBICACIÓN CERCA DE: UNIVERSIDADES, ESCUELAS, HOSPITALES, CLINICAS, CAFETERIAS Y TIENDAS DE AUTO SERVICIO."
21,E2,580000,580000,29070,2024-11-05,PRECIOSA CASA EN TULANCINGO HIDALGO OAHM,150,280,3866.6666666666665,2071.428571428572,2023-11-23,4,2024-03-30,Casa,Venta,2,4,1,0,1,No,fraccionamiento,rinconada la morena,tulancingo de bravo,hidalgo,rinconada la morena,43625.0,"Fraccionamiento Rinconada La Morena, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-31c0d0c8c869-3288-13762b7d-982b-4ede,¡¡¡APROVECHA ESTA GRAN OPORTUNIDAD DE INVERSIÓN!!!PROPIEDAD EN RECUPERACIÓN BANCARIA.Protección legal durante todo el proceso.Firma de cesión de derechos ante notario público.Pago en dos exhibiciones.Garantía de entrega del inmueble por escrito.Solo pago de contado.Asesoría gratuita en nuestro Corporativo.Solicita información y agenda tu cita al Ver teléfono Whatsapp
22,E2,580000,580000,29070,2024-11-05,"¡LA JOYA QUE HAS BUSCADO ESTÁ AQUÍ! 🏡✨  Dirección: Calle Hermenegildo Galeana , Vicente Guerrero, Tulancingo de Bravo, Hidalgo",110,110,5272.727272727273,5272.727272727273,2024-01-06,2,2024-03-30,Casa,Venta,2,3,2,0,2,No,,vicente guerrero 1ra seccion,tulancingo de bravo,hidalgo,vicente guerrero,43630.0,"Vicente Guerrero 1ra Sección, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-fb42e32ef092-e597-7ee2a10a-bfc5-4904,"¡LA JOYA QUE HAS BUSCADO ESTÁ AQUÍ! 🏡✨Dirección: Calle Hermenegildo Galeana, Vicente Guerrero, Tulancingo de Bravo, HidalgoBienvenido/a a la puerta de tu nuevo hogar, donde la excelencia y la comodidad se encuentran. Esta residencia, más que una propiedad, es un sueño hecho realidad. ¡Y ahora, está a tu alcance!Características destacadas:🛌 3 Amplias habitaciones para el máximo confort.🚿 2 Baños completos con detalles que marcan la diferencia.🚗 Un garaje conveniente para tu vehículo y seguridad.🍽️ Una cocina totalmente equipada para tus delicias culinarias.🏞️ Un acogedor espacio común para disfrutar momentos inolvidables.Nuestro compromiso va más allá de mostrarte la propiedad. Ofrecemos asesoría personalizada las 24 horas, desde tu primera llamada hasta el emocionante momento en que entregamos las llaves de ""Tu nuevo hogar"". Con nosotros, estarás respaldado por la experiencia y dedicación de Sergio Ramírez, tu asesor inmobiliario de confianza.¡HAZ REALIDAD TU SUEÑO! Para obtener más detalles o concertar una visita, comunícate conmigo al Ver teléfono Whatsapp) o simplemente deja tu número. ¡Te contactaré en el menor tiempo posible! Tu hogar perfecto está a solo una llamada de distancia. ¡No esperes más para hacerlo realidad!Sergio RamírezAsesor Inmobiliario"
23,E2,580000,580000,29070,2024-11-05,"CASA EN VENTA TULANCINGO DE BRAVO, COL VICENTE GUERRERO",110,110,5272.727272727273,5272.727272727273,2024-05-03,-1,2024-03-30,Casa,Venta,1,3,1,0,1,No,,vicente guerrero 1ra seccion,tulancingo de bravo,hidalgo,vicente guerrero,43630.0,"Vicente Guerrero 1ra Sección, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-16703c40b97a-1893-369b2930-8650-410b,"¿Te gustaría adquirir un inmueble con las características, dimensiones y ubicación que necesitas?Y aún mejor; ¿beneficiarte de su plusvalía invirtiendo solo una fracción de su valor comercial?Nosotros tenemos lo que estas buscando.Comunícate con Oscar Flores y agenda tu cita: 56_1077_6770* Entrega Garantizada Bajo Contrato Notariado.* Respaldado y seguimiento jurídico durante todo el proceso.* Adjudicación de derechos ante notario público.* Pago de contado en 2 exhibiciones.¡¡¡Ven a conocernos y apártala ya!!!Tenemos mas 8 años de experiencia brindándote seguridad, transparencia y confianza, trabajando directamente con bancos y las recuperadoras más importantes del país."
24,E2,580000,580000,29070,2024-11-05,“Venta de Casa en Tulancingo Hidalgo “,110,110,5272.727272727273,5272.727272727273,2023-11-16,4,2024-03-30,Casa,Venta,2,3,1,0,1,No,,vicente guerrero 1ra seccion,tulancingo de bravo,hidalgo,vicente guerrero,43630.0,"Vicente Guerrero 1ra Sección, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-7fba58593516-84f5-7c788ae9-a58e-1237,"“CUMPLE TU SUEÑO CON NOSOTROS""Hermosa y amplia casa con excelentes acabados y todas las comodidades que soñaste, ahora a tu alcance.Cuenta con…*3 Habitaciones*2 Baños completos*1 Garaje*Cocina equipada *Área común -Asesoría 24/7 desde la primera llamada.Te asesoramos y acompañamos hasta concluir con la entrega de ""Tu nuevo hogar”Juan LópezAsesor inmobiliarioPara mayor información contáctame o déjame tu número, a la brevedad me comunico."
25,E2,580000,580000,29070,2024-11-05,"Casa en venta en Rinconada La Morena, Tulancingo Hidalgo. VPV",160,280,3625.0,2071.428571428572,2024-02-01,1,2024-03-30,Casa,Venta,1,4,1,0,1,No,unidad habitacional,la morena,tulancingo de bravo,hidalgo,rinconada la morena,43625.0,"Unidad Habitacional La Morena, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-823dbe357fb8-2f45-5ab98864-b5b7-4a16,"Es momento de hacer crecer tu patrimonio, y si el tiempo de entrega no es problema para ti, invierte en una propiedad de recuperación bancaria de forma fácil y sencilla.Te asesoramos y acompañamos durante todo el proceso, hasta la entrega de la propiedad.Vanessa Pérez ValenzuelaVer teléfono WhatsappCasa con una excelente ubicación, cerca de bancos, hospitales, escuelas y vías rápidas de comunicación.- Compra con recursos propios.- Entrega de 10 a 12 meses- Solo se puede ver por fuera, zona con alta plusvalíaContáctame y agenda una cita para darte todos los beneficios de esta compraVanessa Pérez ValenzuelaWhatsAppTu hogar, tu mejor inversión."
26,E2,580000,580000,29070,2024-11-05,"Casa en venta en Vicente Guerrero, Tulancingo de Bravo, Hgo.",110,110,5272.727272727273,5272.727272727273,2024-05-03,-1,2024-03-30,Casa,Venta,2,3,1,0,1,No,,vicente guerrero 1ra seccion,tulancingo de bravo,hidalgo,vicente guerrero,43630.0,"Vicente Guerrero 1ra Sección, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-871b9b8410ba-9999-2ca8ea3b-bb1c-4df1,"GACAVA INMOBILIARIA líder, te ofrece la oportunidad de adquirir tu patrimonio e invertir en tu futuro.*Para mayor seguridad de nuestros clientes, nuestros Procesos están respaldados por muchas Garantías las cuales están bajo contrato comercial.*Visítanos en nuestras oficinas en Querétaro y CDMX.CONTACTAME: Laura Mérida 56,37,43,04,28. Magnífica oportunidad de adquirir bonita casa a un atractivo costo y con excelente plusvalía en Hidalgo, consta de sala, cocina, comedor, 3 habitaciones ideal para las necesidades de cada miembro de la familia, 2 baños y 1 estacionamiento.Contáctame para mayor información."
27,E2,580000,580000,29070,2024-11-05,Bonita Casa En Una Exelente Ubicacion Calle Sauce # 201 rinconada la morena Tulancingo Hidalgo   GSN,160,280,3625.0,2071.428571428572,2024-01-31,1,2024-03-30,Casa,Venta,2,5,4,0,4,No,fraccionamiento,rinconada la morena,tulancingo de bravo,hidalgo,rinconada la morena,43625.0,"Fraccionamiento Rinconada La Morena, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-53ec6298fb45-9aed-ef547d8c-9579-4c01,"ÚNICA OPORTUNIDAD DE TENER TU CASA.Excelente propiedad para invertir o aumentar tu patrimonio. Excelente ubicación y espacio amplios. Cerca de avenidas principales, escuelas, parques y plazas comerciales. Pago únicamente con recursos propios, en 2 exhibiciones, cesión de derechos ante notario.NO SE ACEPTA NINGUN TIPO DE CREDITO.Entrega 100% garantizada o la devolución de tu inversión, todo por escrito y bajo contrato, esto para tu mayor seguridad y confianza.No pierdas la oportunidad de poder invertir.• Excelente zona.• Grupo líder en el medio de garantías hipotecarias.• No es posible el uso de créditos.• Entrega garantizada, nuestra experiencia nos respalda.• Citas / WhatsApp: LIC. Gabriel Salas. Ver teléfono WhatsappPARA MAYORES INFORMES ENVIAME MSJ Y …"
28,E2,590000,590000,29571,2024-11-05,EN VENTA HERMOSA PROPIEDAD EN HIDALGO,266,398,2218.0451127819547,1482.4120603015076,2024-05-03,-1,2024-03-30,Casa,Venta,2,3,1,0,1,No,unidad habitacional,la morena,tulancingo de bravo,hidalgo,rinconada la morena,43625.0,"Unidad Habitacional La Morena, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-38f5b9e30c0f-e566-8374568e-b02f-42fc,"LINDA CASA CON EXCELENTE UBICACIÓN, ESCUELAS, BANCOS, HOSPITALES, CENTROS COMERCIALES, SUPERMERCADOS, PARQUES, ETC. EL INMUEBLE CUENTA CON UNA COMODA ESTANCIA, COCINA INTEGRAL, 3 AMPLIAS RECAMARAS, 2 BAÑOS Y 2 LUGARES DE ESTACIONAMIENTO¡¡¡EXCELENTE OPORTUNIDAD DE INVERSIÓN!!!INFORMES: MARCOS MORALES Ver teléfono WhatsappESPECIALISTA EN RECUPERACIONES BANCARIAS🏘 PRECIO POR DEBAJO DEL 50% DE SU VALOR COMERCIALCONTACTA Y APRENDE COMO INVERTIR DE MANERA SEGURA CON NOSOTROS.ASESORÍA SIN COSTO POR MENSAJE, LLAMADA O EN NUESTRO CORPORATIVO.EXCELLENT INVESTMENT OPPORTUNITY!!!REPORTS: MARCOS MORALES 55 WhatsAppSPECIALIST IN BANK RECOVERIES🏘PRICE BELOW 50% OF ITS COMMERCIAL VALUE.CONTACT AND LEARN HOW TO INVEST SAFELY WITH US. THE BEST WAY TO ACQUIRE A PROPERTY HAVING ANOTHER NATIONALITY!!!FREE ADVICE BY MESSAGE, CALL IN ENGLISH OR APPOINTMENT AT OUR CORPORATE OFFICE. (MEXICO CITY)"
29,E2,590000,590000,29571,2024-11-05,VENTA DE CASA ECONOMICA AMPLIA EN TULANCINGO 2 RECAMARAS,90,50,6555.555555555556,11800.0,2023-08-17,7,2024-03-30,Casa,Venta,2,2,1,0,1,No,,napateco,tulancingo de bravo,hidalgo,napateco,43629.0,"Napateco, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-5bf156c15edf-3d02-80444c89-8277-1237,"Venta de casa en HACIENDAS DE NAPATECOPRECIO 590 MIL 2 RECAMARASSALACOMEDORCOCINA JARDIN ESTACIONAMIENTOPATIO DE SERVICIOTerreno: 90 metros cuadradosConstrucción: 50 metros cuadrados Cercanía con escuelas, centros deportivos, OXXO, tiendas 3 B. Cuenta con todos los servicios, agua, luz, drenaje pavimento telefonía internet.A 10 minutos de la Universidad PolitécnicaA tan solo 15 minutos de TulancingoA 10 minutos de la terminal de autobuses. ACEPTO CRÉDITOS INFONAVIT FOVISSSTE ISSFAM IMSS BANCARIOS PAGOS DE CONTADOAsesoria inmobiliaria y jurídica GRATISCel.Ver teléfono WhatsappContactar"
