id,categoria,precio,precio_mxn,precio_usd,fecha_conversion,propiedad,metros_total,metros_construido,precio_m2_terreno,precio_m2_construido,tiempo_de_publicacion,dias_transcurridos,meses_transcurridos,fecha_mas_actual,tipo,Status,estacionamientos,recamaras,banos,medio_banos,bano_total,seguridad_privada,tipo_lugar,Colonia,Municipio,Estado,Colonia_Estandarizada,codigo_postal,ubicacion,url,descripcion,direccion_completa,Latitud,Longitud
1,,22000000.0,22000000.0,1102647,2024-11-05,PRECIOSA CASA ESTILO  INGLÉS EN VENTA,750,750,29333.33333333333,29333.33333333333,2024-04-10,121,4,2024-08-11,Casa,Venta,1,3,3,1,3.5,No,,arboledas santa elena,pachuca de soto,hidalgo,arboledas santa elena,42086.0,"Arboledas Santa Elena, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-d7cc317621e0-7cec-c39975d9-ab0c-1fad,"‼️Se vende hermosísima casa en Fracc. Santa Elena‼️$22’000,0001,413.00 mts.2 Terreno750.00 mts.2 Construcción Preciosa casa estilo inglés ubicada en uno de los fraccionamientos más prestigiados y céntricos de la ciudad, cuenta con 3 amplias recámaras cada una con vestidor y baño completo con acabados de importación, sala y comedor, cocina equipada con isla, ares de desayunador, enorme biblioteca hecha con madera de caoba, pisos de madera, cuenta con un precioso candil elaborado con cristales de swarovsky, jardín con fuente, cochera techada para 6 autos, cuarto de servicio, bodega. Informes y citas: Ver teléfono Whatsapp","arboledas santa elena, pachuca de soto, hidalgo, México",20.0987972,-98.7563281
2,L1,12900000.0,12900000.0,646552,2024-11-05,Venta de Residencia en fracc. Dolores,460,250,28043.478260869564,51600.0,2024-05-14,88,2,2024-08-11,Casa En Fraccionamiento,Venta,1,4,4,1,4.5,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-4b44af632b8e-8a71-8d8bba29-b818-2015,"💎VENTA DE CASA💎📍RESIDENCIAL DOLORES$12,900,000250m2 terreno460m2 construcción 💎PRIMER PISO💎SalaComedorMedio bañoCocina equipada DesayunadorSala de TV Cuarto de lavado Jardín interior💎SEGUNDO PISO💎Recámara principal con vestidor, baño completo y Jaccuzi2 recámaras con baño completo y vestidor 💎TERCER PISO💎Recámara con closet y baño completoEstudio Roof garden INFORMES Y CITAS 👇📲Ver teléfono Whatsapp","el tezontle, pachuca de soto, hidalgo, México",20.1002757,-98.7784544
3,L1,12500000.0,12500000.0,626504,2024-11-05,CASA EN VENTA LAGOS RESIDENCIAL,450,450,27777.777777777777,27777.777777777777,2023-10-22,290,9,2024-08-11,Casa,Venta,1,3,3,1,3.5,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-bf6cfc821daa-70c0-7f766a39-af6a-1237,"‼️Casa en VENTA Fracc. LAGOS RESIDENCIAL‼️💰12’500,000385.00 mts.2 Terreno en esquina 450.00 mts.2 Construcción📍Casa con dos años de antigüedad, acabados de lujo📌Recibidor📌Baño de visitas📌Closet de visitas📌Sala a doble altura 📌Pequeña fuente en interior📌Comedor con salida a jardín interior 📌Jardín interior con hermoso diseño 📌Recámara principal con amplio vestidor, baño completo y salida a jardín interior📌Cocina amplia con cubierta de cuarzo negro con isla📌Cuarto de servicio con baño completo📌Área de lavado y tendido 📌3 recamaras con vestidor y baño completo cada una 📌Sala de TV📌Bodega 📌Estación de limpieza 📌Cochera techada para 2 autos 📌Cisterna 10,000 lts 📌Construcción tradicional en tabique 📱informes y citas: Ver teléfono Whatsapp","el tezontle, pachuca de soto, hidalgo, México",20.1002757,-98.7784544
4,B3,3200000.0,3200000.0,160385,2024-11-05,A ESPALDAS DE PLAZA EXPLANADA PACHUCA AMPLIA CASA CON 4 RECAMARAS DOS EN PLANTA BAJA,165,200,19393.939393939392,16000.0,2024-06-20,52,1,2024-08-11,Casa En Fraccionamiento,Venta,2,4,2,0,2.0,No,,centro historico,pachuca de soto,hidalgo,centro,42000.0,"Centro Histórico, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-29fbd150febe-579d-c79a355a-9f07-426b,AMPLIA CASA DE CUATRO RECAMARAS: PLANTA BAJA: *SALA COMEDOR *COCINA INTEGRAL EQUIPADA *AREA DEE LAVADO*DOS RECAMARAS CON BAÑO COMPLETO *GARAGE PARA DOS AUTOS *JARDINCITO DELANTERO *JARDICITO TRASERO EN LA SALIDA A LAS AMENIDADES SEGUNDO NIVEL: *DOS RECAMARAS CON BAÑO COMPLETO *TERRAZA  LA CASA CUENTA CON 165 METROS DE TERRENO Y 200 MTROS DE CONSTRUCCION. LA CASA CUENTA CON CISTERNA TINACO TANQUE ESTACIONARIO EL FRACCIONAMIENTO CUENTA CON: ALBERCA TECHADA SALON DE EEVENTOS AMPLIOS JARDINES CANCHAS DE MULTIUSOS SEGURIDAD 24 HORAS Y LA UBICACION ES INMEJORABLEESTAMOS JUSTO ATRAS E PLAZA EXPLANADA. SE ACEPTAN TODOS LOS CREDITOS. CONTACTEME LO ASESORO EN TODO PARA LOGRAR SU INVERSION. 77133815197,"centro, pachuca de soto, hidalgo, México",20.1244023,-98.7347452
5,S2,7000000.0,7000000.0,350842,2024-11-05,CASA EN VENTA RESIDENCIAL LOS ÁNGELES BLVD. RAMÓN G. BONFIL,360,240,19444.444444444445,29166.666666666668,2024-01-19,203,6,2024-08-11,Casa,Venta,1,3,3,1,3.5,No,,parque la esmeralda,pachuca de soto,hidalgo,parque esmeralda,42082.0,"Parque La Esmeralda, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-9710237ad570-b6a7-63013ab9-86ba-1237,"‼️Se vende casa nueva en Residencial Los Ángeles en Blvd. Ramón G. Bonfil‼️$7’000,000240 .00 mts.2 Terreno360.00 mts.2 Construcción SalaComedor Cocina integralAlacenaPatio trasero con terraza y jardínBaño de visitas 3 recamaras con closet y baño completo y jacuzziÁrea de TV Cuarto de servicio con baño completoRoof Garden con baño de visitasÁrea de lavadoGarage 4 autos techados Muros a doble altura 📱Informes y citas: Ver teléfono Whatsapp","parque esmeralda, pachuca de soto, hidalgo, México",20.0696333,-98.7898812
6,B2,2850000.0,2850000.0,142843,2024-11-05,Casa en Esquina 3 Pisos 6 Recamaras 2 Baños Col. Santa Julia Pachuca Hidalgo,132,263,21590.90909090909,10836.501901140684,2023-12-10,241,8,2024-08-11,Casa,Venta,3,7,3,0,3.0,No,,santa julia,pachuca de soto,hidalgo,santa julia,42080.0,"Santa Julia, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-539d5a8210e2-a88e-41f9060e-9207-468f,"""CASA de 3 niveles en venta, en la Colonia Ampliación Santa Julia, en la ciudad de Pachuca de Soto, Hidalgo.Precio de venta: $2,850,000.00 MXN.Superficie de construcción: 263 m2Superficie de terreno: 132 m2Búscanos en Facebook:ContactarInformes y citas: Ver teléfono Whatsapp y WhatsApp.PLANTA BAJA:*Cochera para 3 automóviles*Recibidor*Sala amplia*Comedor amplio*Cocina con cocineta*Área para cantina*Baño completo*Recámara 1 amplia*Recámara 2 amplia con closetPRIMER NIVEL:*Sala de entretenimiento*4 recámaras amplias*Cuarto de planchado con closet*Baño completo compartido*Armario bajo escaleraSEGUNDO NIVEL:*Cuarto de lavado*Amplia terrazaAMENIDADES:*A 50 metros de vialidad principal*Tinaco de 1,100 lts.*Closets de madera en recámara 2 y cuarto de planchado*Cisterna de 10,000 litros*Áreas comerciales cercanas*Transporte a 50 metros*Iglesia*Mercado*Farmacias*Oxxo""","santa julia, pachuca de soto, hidalgo, México",20.113849,-98.7543396
7,S1,5930000.0,5930000.0,297213,2024-11-05,CASA RESIDENCIAL EN VENTA FRACC. LA CARTUJA,200,379,29650.0,15646.437994722955,2023-10-22,290,9,2024-08-11,Casa En Fraccionamiento,Venta,1,3,2,0,2.0,No,,la moraleja,pachuca de soto,hidalgo,la moraleja,42064.0,"La Moraleja, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-dd4111769779-70bb-29c6a199-8edc-1237,"‼️Casa Residencial en VENTA en Fraccionamiento LA CARTUJA‼️ 💰$5’930,000200.00 mts2 Terreno379.00 mts.2 construcción📌Casa inteligente con acabados de lujo estilo minimalista. 📌Recibidor 📌Cocina equipada con desayunadore📌Baño de visitas📌Jardín amplio 📌3 recamaras con closet y baño completo cada una, principal con vestidor y baño completo 📌Roof garden techado con asador y medio baño📌Cochera techada para 2 autos📌Área de lavado  📱Informes y citas: Ver teléfono Whatsapp","la moraleja, pachuca de soto, hidalgo, México",20.1028832,-98.7574485
8,S1,5500000.0,5500000.0,275662,2024-11-05,💎💎 CASA EN VENTA 💎💎,207,240,26570.048309178743,22916.666666666668,2024-06-05,66,2,2024-08-11,Casa,Venta,1,3,2,1,2.5,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-399faa24ffc1-42c-5ef06f39-85fa-1059,"💎CASA EN VENTA EN GRAND DIAMANTE💎$5,500,000📍Sobre Av. G. Bonfil, vive en una de las zonas más exclusivas de Pachuca a 3 minutos de Galerías Pachuca y tec de Monterrey, ceca de colegios, centros comerciales y bancos, a solo 60 min de CDMX. Junto a JADE RESIDENCIAL. 207m2 de terreno  (10x20.7) 240m2 de construcción 💎PRIMER NIVEL:SalaComedorCocina equipada Área de lavado techada Baño de visitas Jardín trasero 💎PRIMERA PLANTA:Recámara principal con vestidor, baño completo y balcón2 recamaras jr. con baño completo y closets Área de tv💎UBICACIÓN 👇🏼Privada Gran DiamanteContactar💎INFORMES Y CITAS 👇📲Ver teléfono Whatsapp","el tezontle, pachuca de soto, hidalgo, México",20.1002757,-98.7784544
9,S1,4200000.0,4200000.0,210505,2024-11-05,VENTA DE CASA RESIDENCIAL FRAIES,128,247,32812.5,17004.04858299595,2024-02-09,182,6,2024-08-11,Casa,Venta,1,3,4,0,4.0,No,,la moraleja,pachuca de soto,hidalgo,la moraleja,42064.0,"La Moraleja, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-b654b193f392-4cae-1919519-83c0-79e0,"💎VENTA DE CASA💎📍RESIDENCIAL LOS FRAILES128m2 de Terreno 247m2 de construcción $4,200,000.00💎PLANTA BAJA💎Sala Comedor Cocina equipada integralRecibidor 💎PRIMER PISO💎4 habitaciones 3 con closet y baño completo Habitación principal con tina de hidromasaje, vestidor y baño completo 💎SEGUNDO PISO💎Rofgarden con espacio para asador y medio baño 🚘 Espacio para 2 autosCisterna 10,000 lts.INFORMES Y CITAS 👇Contactar📲Ver teléfono Whatsapp📲WhatsApp 💎Visita nuestra fan page 💎Contactar","la moraleja, pachuca de soto, hidalgo, México",20.1028832,-98.7574485
10,A1,3268250.0,3268250.0,163806,2024-11-05,Casas en Venta en Fraccionamiento Monterreal,112,212,29180.80357142857,15416.27358490566,2024-06-13,59,1,2024-08-11,Casa,Venta,1,3,2,0,2.0,No,,san antonio el desmonte,pachuca de soto,hidalgo,san antonio el desmonte,42083.0,"San Antonio el Desmonte, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-95179a2008db-13c6-190119d-a36c-76a2,"casas en venta en fraccionamiento monterreal proyecto oyamel privada de 47 lotes con plaza comercial en san antonio el desmonte campo de tiro primer nivel sala de estar comedor medio bano para invitados closets de invitados jardin exterior jardin interior cocina con isla, cubierta de corian y alacena bajo escalera. equipada con parrilla, campana, horno de gas, horno de microondas, tarja y monomando. segundo nivel recamara principal con vestidor y bano dos recamaras secundarias con closet que comparten bano tercer nivel cuarto de lavado y area de tendido area de terraza con asador medio bano en terraza terreno 112m2 construccion 212m2 estacionamiento para 2 vehiculos, cisterna de 8000 litros con bomba sumergible y electronivel sistema de videovigilancia con camaras y video portero incluido 4 casas mas disponibles contactanos al Ver teléfono Whatsapp WhatsApp y agenda una cita","san antonio el desmonte, pachuca de soto, hidalgo, México",20.0490082,-98.7856187
11,S3,9000000.0,9000000.0,451083,2024-11-05,"#casa de 3 Pisos, 4 Recamaras, Residencial Valle de San Javier, Pachuca Hidalgo",500,650,18000.0,13846.153846153846,2023-12-10,241,8,2024-08-11,Casa,Venta,4,4,3,0,3.0,No,,valle de san javier,pachuca de soto,hidalgo,valle de san javier,42086.0,"Valle de San Javier, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-43897b08e00b-d9fe-e468893a-c01a-4eb3,"""#VENDO CASA en Fraccionamiento Residencial Valle de San Javier, Pachuca, Hidalgo.Precio de venta: $9'000,000.00 MXN.??Compra de contado, crédito bancario.Superficie de terreno:500 M2Superficie de construcción: 650 m2DISTRIBUCIÓN:*3 pisos*Sala.*Comedor.*Cocina equipada*Patio trasero.*4 recámaras*3 baños completos.*Medio baño*Cochera para 4 vehículos.*Terraza*Jardin*Sala de juegos*Área para Gimnasio*Salón de usos multiples*Cisterna*2 Tinacos de 1,100 litros*Tanque estacionario""","valle de san javier, pachuca de soto, hidalgo, México",20.0981037,-98.7523783
12,,6000000.0,6000000.0,300722,2024-11-05,"Casa de 3 Pisos en Venta en Zona Centro de Pachuca, Hidalgo.",160,266,37500.0,22556.39097744361,2023-12-10,241,8,2024-08-11,Casa,Venta,1,4,3,0,3.0,No,,periodista,pachuca de soto,hidalgo,periodistas,42060.0,"Periodista, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-2577bd1f48db-22b5-20cd7a78-838a-471c,"""Casa EN VENTA O RENTA de 3 niveles, con 4 habitaciones, en la Colonia Periodistas, en Pachuca, Hidalgo.160 m2 de terreno266 m2 de construcciónPRECIO DE VENTA: $6,000,000.00 MXN.PRECIO DE RENTA: $8,000.00 MXN.RENTA LOCAL COMERCIAL: $6,000.00 MXN.️PLANTA BAJA:* Recibidor con área para bar* Estancia* Comedor* Jardín posterior* Cocina equipada con cocina integral y área de alacena.* 1 medio baño* 1 amplio local comercial* Cochera para 2 vehículos️PRIMER NIVEL:* Sala de entretenimiento* Recámara con closet y área de terraza* Segunda recámara con amplio closet* Recámara principal con baño completo y 2 áreas para vestidor.️SEGUNDO NIVEL:* Cuarto de lavado* Cuarto de servicio con baño completo.* Área de azotea.Compra de contado o con cualquier tipo de crédito.""","periodistas, pachuca de soto, hidalgo, México",20.116729,-98.7393738
13,C2,2200000.0,2200000.0,110265,2024-11-05,VENTA DE CASA RESIDENCIAL MADEIRAS,105,107,20952.38095238096,20560.747663551403,2024-07-09,32,1,2024-08-11,Casa,Venta,1,3,3,0,3.0,No,,la moraleja,pachuca de soto,hidalgo,la moraleja,42064.0,"La Moraleja, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-17288c25f172-ac49-870f434f-8c64-4143,"💎VENTA DE CASA💎📍REAL MADEIRAS$2,200,000105 terreno 107.49 construcción 💎PLANTA BAJA💎SalaComedor Cocina integral equipada Terraza 1/2 baño de visitas 💎PLANTA ALTA💎Habitación principal con baño completo y vestidor 2 habitaciones con closets y baño compartido INFORMES Y CITAS 👇Contactar📲Ver teléfono Whatsapp💎Visita nuestra fan page 💎Contactar","la moraleja, pachuca de soto, hidalgo, México",20.1028832,-98.7574485
14,,4000000.0,4000000.0,200481,2024-11-05,"Casa de 3 Pisos en Venta, Colonia San Bartolo, en Pachuca, Hidalgo.",300,433,13333.333333333334,9237.875288683605,2023-12-10,241,8,2024-08-11,Casa,Venta,4,4,3,1,3.5,No,,villa aquiles serdan,pachuca de soto,hidalgo,aquiles serdan,42034.0,"Villa Aquiles Serdán, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-e0ba16d95fda-e300-6efcf8a8-b6f3-4f94,"""Casa en VENTA de 3 pisos en el Fraccionamiento Diamante, al poniente de la ciudad de Pachuca Hidalgo, en San Bartolo, muy cerca de la colonia Campo de Tiro.️Precio $4,000,000.00 MXN.️(negociables)️Terreno 300 m2️Construcción 433 m2️Planta baja:-Cochera para 4 automóviles-Vestíbulo-Medio baño-Cocina equipada- Área de alacena-Cuarto de lavado con área para lavadora/secadora y tendido-Sala y comedor con detalles de cantera-Jardín en parte posterior.️Primer Nivel:-4 recámaras-2 baños completos️Segundo Nivel: (en obra negra)-Salón para eventos o cuarto de juegos, con espacio para baño.️Equipamiento-Cisterna de 8 mil litros con bomba-Tinaco de 1,100 litros-Calentador de gas-Tanque estacionario de gas.""","aquiles serdan, pachuca de soto, hidalgo, México",20.1176213,-98.7572927
15,C1,1989200.0,1989200.0,99699,2024-11-05,"Hidalgo,Pachuca,Paseos de la Herradura,Casa,Venta",136,164,14626.470588235294,12129.268292682927,2024-02-09,182,6,2024-08-11,Casa,Venta,1,2,2,0,2.0,No,,paseo de carmelinas,pachuca de soto,hidalgo,paseo de las camelinas,42084.0,"Paseo de Carmelinas, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-1473ad984ba0-aebc-191731d-933d-7bae,"Valor Oportunidad Valor Comercial M2 de Terreno: 136M2 de Construcción: 164.4Hermosa Casa Habitacion que cuenta con las siguientes caracteristicas : Pb - Sala - Comedor - Cocina- Pa - 2 habitaciones- 2 baños completos  Haz tu mejor oferta sobre el valor de venta y cómpralo a un super precio.Solamente al contado Sin apartados, sin anticipos.Tenemos inmuebles en venta y renta a nivel nacionalLos inmuebles están sujetos a cambio de precio, sin previo aviso. Todo el proceso ante notario público. No se aceptan pagos en línea. EasyBroker ID: EB-QQ5492","paseo de las camelinas, pachuca de soto, hidalgo, México",20.076562,-98.7852731
16,L1,12900000.0,12900000.0,646552,2024-11-05,RENTA DE CASA EN RSIDENCIAL DOORES,250,460,51600.0,28043.478260869564,2024-05-14,88,2,2024-08-11,Casa,Venta,1,4,4,1,4.5,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-61b6f17f672f-8222-ae9aa4f8-bce3-484d,"💎VENTA DE CASA💎📍RESIDENCIAL DOLORES$12,900,000250m2 terreno460m2 construcción 💎PRIMER PISO💎SalaComedorMedio bañoCocina equipada DesayunadorSala de TV Cuarto de lavado Jardín interior💎SEGUNDO PISO💎Recámara principal con vestidor, baño completo y Jaccuzi2 recámaras con baño completo y vestidor 💎TERCER PISO💎Recámara con closet y baño completoEstudio Roof garden INFORMES Y CITAS 👇Contactar📲Ver teléfono Whatsapp💎Visita nuestra fan page 💎Contactar","el tezontle, pachuca de soto, hidalgo, México",20.1002757,-98.7784544
17,D3,1730000.0,1730000.0,86708,2024-11-05,Bonitos Departamentos En Venta En Pachuca Hidalgo Con Amenidades,142,142,12183.098591549297,12183.098591549297,2024-04-16,116,3,2024-08-11,Departamento,Venta,1,3,3,0,3.0,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-c668cb0605ae-be64-1a13d37d-97aa-4fcb,"📍  Bonitos Departamentos En Venta En Pachuca Hidalgo Con Amenidades➡️ Desde  $1,730,000DEPARTAMENTO ""A""142 m23 recámaras2.5 baños2 cajones de estacionamientoDEPARTAMENTO ""B""124 m23 recámaras2.5 baños2 cajones de estacionamientoDEPARTAMENTO ""H"" Y ""K""90.80 m22 recámaras2 baños2 cajones de estacionamientoDEPARTAMENTO ""E""67 m21 recámara1 baño1 cajón de estacionamientoDEPARTAMENTO ""J"" Y ""G""122.48 m23 recámaras2 baños2 cajones de estacionamientoApp del edificio a través de la cual se puede:control de acceso al condominiover las camaras del circuito cerradocontrol de su departamento (luces, sensores de gas, sensores de agua, sensor de apretura de puerta, chapa inteligente, video portero inteligente, camaras de seguridad, alexa Echo show)Administración de la torre: pago de mantenimiento, pago de servicio, acceso a la información y consulta a minutasalarma vecinalpago de mantenimientopagos de servicios (luz, agua y gas)control de visitasmalla electrificadaempresa de seguridadAmenidadesSalon de juegosbillarfutbolitoping pongmesa de juegoscoffee breakSalón de fiestas para 100 personasspaGimnasio equipadosalon  de usos multiplesmulticanchadog parkkids clubpalapas con asadoresConsierge virtualContacto de servicios como plomero, cerrajerosolicitar taxisDesde 67 mts con 1 recámara Hasta 142 mts con 2 recamaras ✅🏡 ¡Conoce todas nuestras propiedades! ➡️ Contactar ⬅️📞Ver teléfono Whatsapp","el tezontle, pachuca de soto, hidalgo, México",20.1002757,-98.7784544
18,D3,1700000.0,1700000.0,85205,2024-11-05,"Casa en renta en el Fraccionamiento ExHacienda las Torres, al sur de Pachuca, Hidalgo.",105,136,16190.47619047619,12500.0,2024-01-11,210,7,2024-08-11,Casa,Venta,1,3,2,1,2.5,No,,ex hacienda las torres,pachuca de soto,hidalgo,ex-hacienda de las torres,42119.0,"Ex Hacienda las Torres, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-19e3444a8499-b0f8-49b07359-bc7b-1237,"Casa en RENTA en el Fracc. Ex HaciendaCasa en VENTA en el Fracc. Ex Hacienda Las Torres, al sur de la ciudad de Pachuca, Hidalgo.Precio de venta: $1,700,000.00 MXN.Superficie de terreno: 105 m2Superficie de construcción: 136 m2PLANTA BAJA:Sala1/2 bañoComedorCocina Patio de servicio Estacionamiento para 1 auto PLANTA ALTA:3 recámaras 1 baño Recámara principal con vestidor y baño.Información:☎️ Ver teléfono Whatsapp☎️WhatsApp","ex-hacienda de las torres, pachuca de soto, hidalgo, México",20.077085236149,-98.711075799343
19,S3,9980000.0,9980000.0,500201,2024-11-05,"Residencia en Obra Negra en Venta, Valle de San Javier, Pachuca, Hidalgo.",500,788,19960.0,12664.97461928934,2023-12-10,241,8,2024-08-11,Casa,Venta,1,5,4,1,4.5,No,,valle de san javier,pachuca de soto,hidalgo,valle de san javier,42086.0,"Valle de San Javier, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-64542a889933-515f-d0b3d056-b5fe-4816,"""Casa en VENTA de 3 pisos en obra negra, en el Fraccionamiento Residencial Valle de San Javier 5a. Secció, ubicada en la ciudad de Pachuca, Hidalgo.️Precio: $9,980,000.00 MXN.️Terreno: 500 m2Construcción: 788.65 m2️DISTRIBUCIÓN:Construcion en obra negra de casa habitacion de tres niveles, que consta de:️PLANTA BAJA:RecibidorEstancia1/2 bañoComedorCocinaPatio de servicioSala de juegosÁrea de barEstudioMedio baño para mujeres y para hombres. BodegaTerrazaJardinCochera techda para cuatro autos.️PRIMER NIVEL:Recámara principal con vestidor y baño completo.TerrazaSala de TV.Cuatro recámarasUn vestidor3 baños completos.️SEGUNDO NIVEL:Gimnasio.Muy cercana a tiendas de autoservicio como Mega Soriana, Bodega Aurrerá, Wallmart; instituciones educativas de todos los niveles educativos, bancos, restaurantes, plazas comerciales como Plaza Gran Patio Pachuca, Plaza del Valle, y Plaza Galerías Pachuca; transporte a la mano.""","valle de san javier, pachuca de soto, hidalgo, México",20.0981037,-98.7523783
20,D3,1650000.0,1650000.0,82698,2024-11-05,💎💎 HERMOSA CASA EN VENTA 💎💎,185,145,8918.918918918918,11379.310344827589,2024-05-20,82,2,2024-08-11,Casa,Venta,1,3,3,0,3.0,No,,santa julia,pachuca de soto,hidalgo,santa julia,42080.0,"Santa Julia, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-e15b78bcf83b-3c99-eb5fbc9-850f-2027,"💎VENTA DE CASA💎📍AVENIDA FERROCARRIL CENTRAL $1,650,000185m2 terreno 145m2 construcción 💎PLANTA BAJA💎Sala Comedor Cocina Habitación Baño completo Patio frontal 💎PLANTA ALTA 💎2 habitaciones con baño completo Estudio Cisterna Calentador solar Tanque estacionario 🚘Espacio de estacionamiento para 2 autos INFORMES Y CITAS 👇📲Ver teléfono Whatsapp","santa julia, pachuca de soto, hidalgo, México",20.113849,-98.7543396
21,S2,6800000.0,6800000.0,340818,2024-11-05,"Casa en Venta o Renta Sin Muebles, en Valle de San Javier, Pachuca Hidalgo.",250,348,27200.0,19540.22988505747,2023-12-11,240,8,2024-08-11,Casa,Venta,2,4,4,1,4.5,No,,valle de san javier,pachuca de soto,hidalgo,valle de san javier,42086.0,"Valle de San Javier, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-548e29a851f8-538e-d50cde71-89fb-4186,"""CASA EN VENTA O RENTA SIN MUEBLES de 3 pisos en privada, en el Fraccionamiento Residencial """"Valle de San Javier"""", a 3 minutos de Plaza Galerías Pachuca, en la zona de mayor plusvalía y desarrollo de la ciudad de Pachuca.Precio de renta mensual: $ 28,000.00 MXN.Precio de venta: $ 6,800,000.00 MXN.Superficie de terreno: 250 m2Superficie de construcción: 348 m2Informes y citas:Ver teléfono Whatsapp y WhatsApp (vía llamada o whatsapp)Información aqui https://wa.me/WhatsApphttps://wa.me/WhatsAppVisita nuestra página en facebook:ContactarREQUISITOS: Copia de INE, comprobante de domicilio, comprobante de ingresos o estado de cuenta bancario actual, firma de pagarés por 12 meses. (Todos estos requisitos serán solicitados al interesado en rentar y a un fiador o aval con una propiedad a su nombre, y que sea originario de la ciudad de Pachuca). El pago inicial corresponde al primer mes de depósito, más 2 depósitos en garantía del mismo monto a dos meses de renta.DISTRIBUCIÓN:PLANTA BAJA:*Cochera para 2 vehículos.*Sala*Comedor*Cocina equipada.*Estudio*Sala de entretenimiento.*1 medio baño.*Patio de servicio con medio baño.*Área para minibar.*Jardín posterior propiedad del Fraccionamiento.PRIMER NIVEL:*Recámara principal con baño completo, Tina de hidromasaje, vestidor y terraza.*2 recámaras con baño completo cada una, y closets.*Sala de entrenamiento.*Terraza.SEGUNDO NIVEL:* Cuarto de lavado y planchado.* Cuarto de servicio con closet y baño completo.* Bodegas para almacenamiento.AMENIDADES:*Ubicada dentro de una privada.*Doble Tinaco.*Closets de madera en recámaras.*Cocina integral.*Cisterna de 10 m3 con bomba.*A 3 minutos de la Plaza Galerías Pachuca y de la central de abasto y de autobuses.*Transporte y escuelas a la mano.""","valle de san javier, pachuca de soto, hidalgo, México",20.0981037,-98.7523783
22,E3,945000.0,945000.0,47364,2024-11-05,"💎 CASA EN VENTA 💎 $945,000",90,60,10500.0,15750.0,2024-02-09,182,6,2024-08-11,Casa En Fraccionamiento,Venta,1,2,1,0,1.0,No,,san antonio,pachuca de soto,hidalgo,san antonio,42083.0,"San Antonio, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-ff8461b343a-50d8-191b443-a6f3-748e,"💎 CASA EN VENTA 💎$945,000 90m² de terreno60m2 de construcción 🏠📍Casa en Privada Fraccionamiento Real de la Loma A solo 5 minutos de Plaza Explanada Sala ComedorCocina equipada Patio trasero 1 baño completo 2 habitaciónes Se aceptan todos los tipos de créditoUBICACIÓN 📍ContactarINFORMES Y CITAS 👇Ver teléfono Whatsapp","san antonio, pachuca de soto, hidalgo, México",20.0439023,-98.7892968
