id,categoria,precio,precio_mxn,precio_usd,fecha_conversion,propiedad,metros_total,metros_construido,precio_m2_terreno,precio_m2_construido,tiempo_de_publicacion,dias_transcurridos,meses_transcurridos,fecha_mas_actual,tipo,Status,estacionamientos,recamaras,banos,medio_banos,bano_total,seguridad_privada,tipo_lugar,Colonia,Municipio,Estado,Colonia_Estandarizada,codigo_postal,ubicacion,url,descripcion,Latitud,Longitud
1,E1,430000,430000,21552,2024-11-05,HERMOSA PROIEDAD EN TULANCINGO HIDALGO,150,280,2866.6666666666665,1535.7142857142858,2024-04-26,72,2,2024-07-08,Casa,Venta,2,4,2,1,2.5,No,,20 de noviembre,tulancingo de bravo,hidalgo,20 de noviembre,43689.0,"20 de Noviembre, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-a57baf78ccf8-5dea-6e41bc16-9982-4b65,"PRECIOSA CASA EN TULANCINGO HIDALGO, EXCELENTES VÍAS DE ACCESO COMOBULEVAR LA MORENA Y BULEVAR E ZAPATA. CERCA A SUPERMERCADOS COMO BODEGAAURRERA, SAM ́S CLUB Y WALTMART. A UNAS CALLES DE LA PRESIDENCIA MUNICIPAL Y ELCENTRO DE TULANCINGO. RODEADA DE ESCUELAS, TIENDAS DE AUTOSERVICIO, BANCOS,CENTROS COMERCIALES.INFORMES Y CITAS: ELIUT HERNANDEZ Ver teléfono WhatsappRECUPERACIÓN BANCARIA¡EXCELENTE OPORTUNIDAD!**RECUPERACION BANCARIA** PAGO DE CONTADO EN 2 EXHIBICIONES CON RECURSOS PROPIOS, SEGUNDO PAGO A LA FIRMA DE CESIÓN DE DERECHOS, ¡INVIERTE EN TU PATRIMONIO…ES TU OPORTUNIDAD!PRECIO POR DEBAJO DEL 50% DE VALOR COMERCIALENTREGA GARANTIZADA! ESPECIALISTAS EN RECUPERACIÓN DE INMUEBLES.FOTOGRAFÍAS DE REFERENCIAASESORÍA SIN COSTO EN NUESTRO CORPORATIVO",20.080129,-98.3568532
2,E1,430000,430000,21552,2024-11-05,HERMOSA CASA EN VENTA EN SAUCE TULANCINGO HIDALGO,150,280,2866.6666666666665,1535.7142857142858,2024-04-03,95,3,2024-07-08,Casa,Venta,2,4,2,1,2.5,No,,20 de noviembre,tulancingo de bravo,hidalgo,20 de noviembre,43689.0,"20 de Noviembre, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-251cc42ea3cd-fbaa-847c8ada-8a91-410c,"PRECIOSA CASA EN TULANCINGO HIDALGO, EXCELENTES VÍAS DE ACCESO COMOBULEVAR LA MORENA Y BULEVAR E ZAPATA. CERCA A SUPERMERCADOS COMO BODEGAAURRERA, SAM ́S CLUB Y WALTMART. A UNAS CALLES DE LA PRESIDENCIA MUNICIPAL Y ELCENTRO DE TULANCINGO. RODEADA DE ESCUELAS, TIENDAS DE AUTOSERVICIO, BANCOS,CENTROS COMERCIALES.INFORMES Y CITAS: ANA SOFIA VELASCO  Ver teléfono WhatsappRECUPERACIÓN BANCARIA¡EXCELENTE OPORTUNIDAD!*RECUPERACION BANCARIA* PAGO DE CONTADO EN 2 EXHIBICIONES CON RECURSOS PROPIOS, SEGUNDO PAGO A LA FIRMA DE CESIÓN DE DERECHOS, ¡INVIERTE EN TU PATRIMONIO…ES TU OPORTUNIDAD!PRECIO POR DEBAJO DEL 50% DE VALOR COMERCIALENTREGA GARANTIZADA! ESPECIALISTAS EN RECUPERACIÓN DE INMUEBLES.FOTOGRAFÍAS DE REFERENCIAASESORÍA SIN COSTO EN NUESTRO CORPORATIVO",20.080129,-98.3568532
3,E1,430000,430000,21552,2024-11-05,"Acogedora casa en Tulancingo, Hidalgo",150,280,2866.6666666666665,1535.7142857142858,2024-02-26,132,4,2024-07-08,Casa,Venta,2,4,2,1,2.5,No,,20 de noviembre,tulancingo de bravo,hidalgo,20 de noviembre,43689.0,"20 de Noviembre, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-86871f3c61d2-adbb-2f46a126-9805-4f92,"PRECIOSA CASA EN TULANCINGO HIDALGO, EXCELENTES VÍAS DE ACCESO COMO BULEVAR LA MORENA Y BULEVAR E ZAPATA. CERCA A SUPERMERCADOS COMO BODEGA AURRERA, SAM´S CLUB Y WALTMART. A UNAS CALLES DE LA PRESIDENCIA MUNICIPAL Y EL CENTRO DE TULANCINGO. RODEADA DE ESCUELAS, TIENDAS DE AUTOSERVICIO, BANCOS, CENTROS COMERCIALES.OPORTUNIDAD DE INVERSIÓN AL ADQUIRIR UN INMUEBLE DE RECUPERACIÓN BANCARIAINVIERTE EN TU PATRIMONIO Y EL DE TU FAMILIAPAGO SOLO CON RECURSOS PROPIOS, NADA DE CRÉDITOSENTREGA GARANTIZADAESPECIALISTAS EN RECUPERACIÓN DE INMUEBLESFOTOGRAFÍAS DE REFERENCIA",20.080129,-98.3568532
4,E1,430000,430000,21552,2024-11-05,"PRECIOSA CASA EN VENTA EN TULANCIGO, HIDALGO,EXCELENTE OPORTUNIDAD",280,150,1535.7142857142858,2866.6666666666665,2024-02-24,134,4,2024-07-08,Casa,Venta,2,4,2,1,2.5,No,,20 de noviembre,tulancingo de bravo,hidalgo,20 de noviembre,43689.0,"20 de Noviembre, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-db8936e093ab-7fa5-f084aba4-81a9-4f65,"PRECIOSA CASA EN TULANCINGO HIDALGO, EXCELENTES VÍAS DE ACCESO COMOBULEVAR LA MORENA Y BULEVAR E ZAPATA. CERCA A SUPERMERCADOS COMO BODEGAAURRERA, SAM´S CLUB Y WALTMART. A UNAS CALLES DE LA PRESIDENCIA MUNICIPAL Y ELCENTRO DE TULANCINGO. RODEADA DE ESCUELAS, TIENDAS DE AUTOSERVICIO, BANCOS,CENTROS COMERCIALESINFORMES Y CITAS: EMMANUEL  REYES Ver teléfono WhatsappRECUPERACIÓN BANCARIA¡EXCELENTE OPORTUNIDAD!**RECUPERACION BANCARIA** PAGO DE CONTADO EN 2 EXHIBICIONES CON RECURSOS PROPIOS, SEGUNDO PAGO A LA FIRMA DE CESIÓN DE DERECHOS, ¡INVIERTE EN TU PATRIMONIO…ES TU OPORTUNIDAD!PRECIO POR DEBAJO DEL 50% DE VALOR COMERCIALENTREGA GARANTIZADA! ESPECIALISTAS EN RECUPERACIÓN DE INMUEBLES.FOTOGRAFÍAS DE REFERENCIAASESORÍA SIN COSTO EN NUESTRO CORPORATIVO",20.080129,-98.3568532
5,E1,430000,430000,21552,2024-11-05,"PRECIOSA Y GRANDE CASA EN VENTA EN SAUSE 201, RINCONADA LA MORENA, TULANCINGO, HIDALGO",150,280,2866.6666666666665,1535.7142857142858,2024-02-26,132,4,2024-07-08,Casa,Venta,2,4,2,1,2.5,No,,20 de noviembre,tulancingo de bravo,hidalgo,20 de noviembre,43689.0,"20 de Noviembre, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-9e685b4056d8-9461-15fe34a2-8a82-4aec,"RECUPERACIÓN BANCARIA¡EXCELENTE OPORTUNIDAD! *RECUPERACION BANCARIA* PAGO DE CONTADO EN 2 EXHIBICIONES CON RECURSOS PROPIOS, SEGUNDO PAGO A LA FIRMA DE CESIÓN DE DERECHOS, ¡INVIERTE EN TU PATRIMONIO…ES TU OPORTUNIDAD!PRECIO POR DEBAJO DEL 50% DE VALOR COMERCIAL¡ENTREGA GARANTIZADA!ESPECIALISTAS EN RECUPERACIÓN DE INMUEBLES.FOTOGRAFÍAS DE REFERENCIAASESORÍA SIN COSTO EN NUESTRO CORPORATIVOINFORMES Y CITAS: VALERIA FLORES / Ver teléfono Whatsapp",20.080129,-98.3568532
6,E1,430000,430000,21552,2024-11-05,PRECIOSA CASA EN TULANCINGO,150,280,2866.6666666666665,1535.7142857142858,2024-02-26,132,4,2024-07-08,Casa,Venta,2,4,2,1,2.5,No,,20 de noviembre,tulancingo de bravo,hidalgo,20 de noviembre,43689.0,"20 de Noviembre, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-a8deca892771-c9bb-2a051ca7-b556-4eb1,"PRECIOSA CASA EN TULANCINGO HIDALGO, EXCELENTES VÍAS DE ACCESO COMO BULEVAR LA MORENA Y BULEVAR E ZAPATA. CERCA A SUPERMERCADOS COMO BODEGA AURRERA, SAM´S CLUB Y WALTMART. A UNAS CALLES DE LA PRESIDENCIA MUNICIPAL Y EL CENTRO DE TULANCINGO. RODEADA DE ESCUELAS, TIENDAS DE AUTOSERVICIO, BANCOS, CENTROS COMERCIALES.** ¡¡¡EXCELENTE OPORTUNIDAD DE INVERSIÓN!!!INFORMES:ANTONIO BARRERAVer teléfono WhatsappESPECIALISTA EN RECUPERACIONES BANCARIAS.PRECIO POR DEBAJO DEL 50% DE SU VALOR COMERCIAL¡NO SE ACEPTAN CRÉDITOS!CONTACTAME Y APRENDE COMO INVERTIR DE MANERA SEGURA PARA INCREMENTAR EL PATRIMONIO DE SU FAMILIA.ASESORÍA SIN COSTO POR MENSAJE, LLAMADA O EN NUESTRO CORPORATIVO.",20.080129,-98.3568532
7,E1,430000,430000,21552,2024-11-05,"EXCELENTE OPORTUNIDAD DE INVERSIÓN EN TULANCINGO, HID.",150,280,2866.6666666666665,1535.7142857142858,2024-04-02,96,3,2024-07-08,Casa,Venta,2,4,2,1,2.5,No,,20 de noviembre,tulancingo de bravo,hidalgo,20 de noviembre,43689.0,"20 de Noviembre, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-a6d0a8821685-9309-21f1b787-bc40-4920,"Increíble y única oportunidad de adquirir hermosa casa en un muy atractivo precioLic. Alexa Venegas Ver teléfono WhatsappHermosa casa en un muy atractivo precio. Cuenta con:- 4 habitaciones- 2 baños y medio- 2 estacionamientos- Cocina equipada con amplia estancia y comedor.Pago únicamente con recursos propios en 2 exhibiciones, cesión de derechos ante notario. NO SE ACEPTA NINGÚN TIPO DE CRÉDITO.Inversión 100% garantizada o la devolución completa, todo por escrito, bajo contrato y legal, para tu mayor seguridad y confianza.No pierdas la oportunidad de poder invertir. Solicita más información sin compromiso.Lic. Alexa Venegas, asesora inmobiliaria. WhatsApp",20.080129,-98.3568532
8,E1,430000,430000,21552,2024-11-05,"Preciosa casa en SAUCE 201, RINCONADA LA MORENA, 43625 TULANCINGO, HGO.",150,280,2866.6666666666665,1535.7142857142858,2024-04-03,95,3,2024-07-08,Casa,Venta,2,4,2,1,2.5,No,,20 de noviembre,tulancingo de bravo,hidalgo,20 de noviembre,43689.0,"20 de Noviembre, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-17cbf7a5bfa5-7a9f-c1204fb3-bc40-4133,"PRECIOSA CASA EN TULANCINGO HIDALGO, EXCELENTES VÍAS DE ACCESO COMO BULEVAR LA MORENA Y BULEVAR E ZAPATA. CERCA A SUPERMERCADOS COMO BODEGA AURRERA, SAM´S CLUB Y WALTMART. A UNAS CALLES DE LA PRESIDENCIA MUNICIPAL Y EL CENTRO DE TULANCINGO. RODEADA DE ESCUELAS, TIENDAS DE AUTOSERVICIO, BANCOS, CENTROS COMERCIALES.GRAN OPORTUNIDAD DE COMPRA.- 4 RECAMARAS- 2 ½ BAÑOS- 150 mts2 DE TERRENO- 2 estacionamientosEXCELENTE OPORTUNIDAD DE INVERSIÓNInformes: Lic. Samantha BatallaIncreíble y única oportunidad de adquirir hermosa casa en un muy atractivo precio y con excelente plusvalía.Descuento del 50% hasta el 70% de su valor comercial. Inversión 100% segura.Entrega garantizada.• Solo recursos propios, nada de créditos• Agenda tu cita y conoce más detalles de TU NUEVA CASAEspecialista en recuperación de inmuebles.",20.080129,-98.3568532
9,E1,430000,430000,21552,2024-11-05,"BONITA CASA EN TULANCINGO, HIDALGO",280,150,1535.7142857142858,2866.6666666666665,2024-02-24,134,4,2024-07-08,Casa,Venta,2,4,2,1,2.5,No,,20 de noviembre,tulancingo de bravo,hidalgo,20 de noviembre,43689.0,"20 de Noviembre, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-e9307c71dcd-3e2b-dc1453db-bce0-4360,"LA CASA DE TUS SUEÑOS EXISTE, Y LA TENEMOS NOSOTROS.PRECIOSA CASA EN TULANCINGO HIDALGO, EXCELENTES VÍAS DE ACCESO COMO BOULEVAR LA MORENA Y BULEVAR E ZAPATA. CERCA A SUPERMERCADOS COMO BODEGA AURRERA, SAM ́S CLUB Y WALTMART. A UNAS CALLES DE LA PRESIDENCIA MUNICIPAL Y EL CENTRO DE TULANCINGO. RODEADA DE ESCUELAS, TIENDAS DE AUTOSERVICIO, BANCOS, CENTROS COMERCIALES.CUENTA CON:  * 4 HABITACIONES* 2 BAÑOS Y 1 MEDIO BAÑO* 2 ESTACIONAMIENTOSLIC. MICHELLE VEGACEL: Ver teléfono Whatsapp",20.080129,-98.3568532
10,E1,440000,440000,22053,2024-11-05,EN VENTA HERMOSA PROPIEDAD EN TULANCINGO,115,200,3826.086956521739,2200.0,2024-04-17,81,2,2024-07-08,Casa,Venta,2,4,3,1,3.5,No,,jardines del sur,tulancingo de bravo,hidalgo,jardines del sur,43660.0,"Jardines Del Sur, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-7917086b5819-d800-c8279c5a-a9e0-4e39,"PRECIOSA CASA CON UBICACIÓN EN UNA DE LAS MEJORES ZONAS DE TULANCINGO DE BRAVO, HIDALGO. CERCA DE ESCUELAS, PLAZAS COMERCIALES, HOTELES, BANCOS, HOSPITALES, PARQUES, SUPERMERCADOS Y MAS. EXCELENTE.¡¡¡EXCELENTE OPORTUNIDAD DE INVERSIÓN!!!INFORMES: MARCOS MORALES Ver teléfono WhatsappESPECIALISTA EN RECUPERACIONES BANCARIAS🏘 PRECIO POR DEBAJO DEL 50% DE SU VALOR COMERCIALCONTACTA Y APRENDE COMO INVERTIR DE MANERA SEGURA CON NOSOTROS.ASESORÍA SIN COSTO POR MENSAJE, LLAMADA O EN NUESTRO CORPORATIVO.EXCELLENT INVESTMENT OPPORTUNITY!!!REPORTS: MARCOS MORALES 55 WhatsAppSPECIALIST IN BANK RECOVERIES🏘PRICE BELOW 50% OF ITS COMMERCIAL VALUE.CONTACT AND LEARN HOW TO INVEST SAFELY WITH US. THE BEST WAY TO ACQUIRE A PROPERTY HAVING ANOTHER NATIONALITY!!!FREE ADVICE BY MESSAGE, CALL IN ENGLISH OR APPOINTMENT AT OUR CORPORATE OFFICE. (MEXICO CITY)",20.0722961,-98.3748935
